"시점","시도별","성별","연령계층별",데이터
"2020.1/4","부산광역시","남자","60세이상",181
"2020.1/4","부산광역시","여자","20 - 29세",125
"2020.1/4","부산광역시","여자","30 - 39세",135
"2020.1/4","부산광역시","여자","40 - 49세",163
"2020.1/4","부산광역시","여자","50 - 59세",184
"2020.1/4","부산광역시","여자","60세이상",133
"2020.1/4","대구광역시","남자","20 - 29세",68
"2020.1/4","대구광역시","남자","30 - 39세",140
"2020.1/4","대구광역시","남자","40 - 49세",167
"2020.1/4","대구광역시","남자","50 - 59세",173
"2020.1/4","대구광역시","남자","60세이상",120
"2020.1/4","대구광역시","여자","20 - 29세",77
"2020.1/4","대구광역시","여자","30 - 39세",79
"2020.1/4","대구광역시","여자","40 - 49세",122
"2020.1/4","대구광역시","여자","50 - 59세",130
"2020.1/4","대구광역시","여자","60세이상",86
"2020.1/4","인천광역시","남자","20 - 29세",119
"2020.1/4","인천광역시","남자","30 - 39세",200
"2020.1/4","인천광역시","남자","40 - 49세",225
"2020.1/4","인천광역시","남자","50 - 59세",207
"2020.1/4","인천광역시","남자","60세이상",139
"2020.1/4","인천광역시","여자","20 - 29세",115
"2020.1/4","인천광역시","여자","30 - 39세",130
"2020.1/4","인천광역시","여자","40 - 49세",153
"2020.1/4","인천광역시","여자","50 - 59세",165
"2020.1/4","인천광역시","여자","60세이상",91
"2020.1/4","광주광역시","남자","20 - 29세",47
"2020.1/4","광주광역시","남자","30 - 39세",88
"2020.1/4","광주광역시","남자","40 - 49세",112
"2020.1/4","광주광역시","남자","50 - 59세",105
"2020.1/4","광주광역시","남자","60세이상",65
"2020.1/4","광주광역시","여자","20 - 29세",62
"2020.1/4","광주광역시","여자","30 - 39세",55
"2020.1/4","광주광역시","여자","40 - 49세",81
"2020.1/4","광주광역시","여자","50 - 59세",73
"2020.1/4","광주광역시","여자","60세이상",51
"2020.1/4","대전광역시","남자","20 - 29세",65
"2020.1/4","대전광역시","남자","30 - 39세",91
"2020.1/4","대전광역시","남자","40 - 49세",108
"2020.1/4","대전광역시","남자","50 - 59세",102
"2020.1/4","대전광역시","남자","60세이상",73
"2020.1/4","대전광역시","여자","20 - 29세",62
"2020.1/4","대전광역시","여자","30 - 39세",64
"2020.1/4","대전광역시","여자","40 - 49세",76
"2020.1/4","대전광역시","여자","50 - 59세",80
"2020.1/4","대전광역시","여자","60세이상",49
"2020.1/4","울산광역시","남자","20 - 29세",37
"2020.1/4","울산광역시","남자","30 - 39세",82
"2020.1/4","울산광역시","남자","40 - 49세",92
"2020.1/4","울산광역시","남자","50 - 59세",92
"2020.1/4","울산광역시","남자","60세이상",46
"2020.1/4","울산광역시","여자","20 - 29세",32
"2020.1/4","울산광역시","여자","30 - 39세",40
"2020.1/4","울산광역시","여자","40 - 49세",52
"2020.1/4","울산광역시","여자","50 - 59세",55
"2020.1/4","울산광역시","여자","60세이상",34
"2020.1/4","세종특별자치시","남자","20 - 29세",10
"2020.1/4","세종특별자치시","남자","30 - 39세",29
"2020.1/4","세종특별자치시","남자","40 - 49세",33
"2020.1/4","세종특별자치시","남자","50 - 59세",19
"2020.1/4","세종특별자치시","남자","60세이상",9
"2020.1/4","세종특별자치시","여자","20 - 29세",10
"2020.1/4","세종특별자치시","여자","30 - 39세",21
"2020.1/4","세종특별자치시","여자","40 - 49세",21
"2020.1/4","세종특별자치시","여자","50 - 59세",13
"2020.1/4","세종특별자치시","여자","60세이상",8
"2020.1/4","경기도","남자","20 - 29세",497
"2020.1/4","경기도","남자","30 - 39세",955
"2020.1/4","경기도","남자","40 - 49세",1067
"2020.1/4","경기도","남자","50 - 59세",961
"2020.1/4","경기도","남자","60세이상",547
"2020.1/4","경기도","여자","20 - 29세",481
"2020.1/4","경기도","여자","30 - 39세",582
"2020.1/4","경기도","여자","40 - 49세",685
"2020.1/4","경기도","여자","50 - 59세",690
"2020.1/4","경기도","여자","60세이상",391
"2020.1/4","강원도","남자","20 - 29세",47
"2020.1/4","강원도","남자","30 - 39세",71
"2020.1/4","강원도","남자","40 - 49세",94
"2020.1/4","강원도","남자","50 - 59세",108
"2020.1/4","강원도","남자","60세이상",97
"2020.1/4","강원도","여자","20 - 29세",48
"2020.1/4","강원도","여자","30 - 39세",51
"2020.1/4","강원도","여자","40 - 49세",72
"2020.1/4","강원도","여자","50 - 59세",86
"2020.1/4","강원도","여자","60세이상",83
"2020.1/4","충청북도","남자","20 - 29세",63
"2020.1/4","충청북도","남자","30 - 39세",103
"2020.1/4","충청북도","남자","40 - 49세",114
"2020.1/4","충청북도","남자","50 - 59세",121
"2020.1/4","충청북도","남자","60세이상",103
"2020.1/4","충청북도","여자","20 - 29세",56
"2020.1/4","충청북도","여자","30 - 39세",63
"2020.1/4","충청북도","여자","40 - 49세",80
"2020.1/4","충청북도","여자","50 - 59세",89
"2020.1/4","충청북도","여자","60세이상",73
"2020.1/4","충청남도","남자","20 - 29세",88
"2020.1/4","충청남도","남자","30 - 39세",149
"2020.1/4","충청남도","남자","40 - 49세",161
"2020.1/4","충청남도","남자","50 - 59세",147
"2020.1/4","충청남도","남자","60세이상",133
"2020.1/4","충청남도","여자","20 - 29세",64
"2020.1/4","충청남도","여자","30 - 39세",78
"2020.1/4","충청남도","여자","40 - 49세",107
"2020.1/4","충청남도","여자","50 - 59세",103
"2020.1/4","충청남도","여자","60세이상",92
"2020.1/4","전라북도","남자","20 - 29세",50
"2020.1/4","전라북도","남자","30 - 39세",90
"2020.1/4","전라북도","남자","40 - 49세",120
"2020.1/4","전라북도","남자","50 - 59세",130
"2020.1/4","전라북도","남자","60세이상",130
"2020.1/4","전라북도","여자","20 - 29세",38
"2020.1/4","전라북도","여자","30 - 39세",59
"2020.1/4","전라북도","여자","40 - 49세",88
"2020.1/4","전라북도","여자","50 - 59세",92
"2020.1/4","전라북도","여자","60세이상",106
"2020.1/4","전라남도","남자","20 - 29세",50
"2020.1/4","전라남도","남자","30 - 39세",87
"2020.1/4","전라남도","남자","40 - 49세",121
"2020.1/4","전라남도","남자","50 - 59세",141
"2020.1/4","전라남도","남자","60세이상",148
"2020.1/4","전라남도","여자","20 - 29세",43
"2020.1/4","전라남도","여자","30 - 39세",55
"2020.1/4","전라남도","여자","40 - 49세",87
"2020.1/4","전라남도","여자","50 - 59세",95
"2020.1/4","전라남도","여자","60세이상",128
"2020.1/4","경상북도","남자","20 - 29세",90
"2020.1/4","경상북도","남자","30 - 39세",147
"2020.1/4","경상북도","남자","40 - 49세",180
"2020.1/4","경상북도","남자","50 - 59세",204
"2020.1/4","경상북도","남자","60세이상",209
"2020.1/4","경상북도","여자","20 - 29세",63
"2020.1/4","경상북도","여자","30 - 39세",82
"2020.1/4","경상북도","여자","40 - 49세",127
"2020.1/4","경상북도","여자","50 - 59세",140
"2020.1/4","경상북도","여자","60세이상",148
"2020.1/4","경상남도","남자","20 - 29세",98
"2020.1/4","경상남도","남자","30 - 39세",215
"2020.1/4","경상남도","남자","40 - 49세",256
"2020.1/4","경상남도","남자","50 - 59세",254
"2020.1/4","경상남도","남자","60세이상",190
"2020.1/4","경상남도","여자","20 - 29세",82
"2020.1/4","경상남도","여자","30 - 39세",121
"2020.1/4","경상남도","여자","40 - 49세",164
"2020.1/4","경상남도","여자","50 - 59세",182
"2020.1/4","경상남도","여자","60세이상",156
"2020.1/4","제주도","남자","20 - 29세",21
"2020.1/4","제주도","남자","30 - 39세",42
"2020.1/4","제주도","남자","40 - 49세",52
"2020.1/4","제주도","남자","50 - 59세",50
"2020.1/4","제주도","남자","60세이상",39
"2020.1/4","제주도","여자","20 - 29세",21
"2020.1/4","제주도","여자","30 - 39세",27
"2020.1/4","제주도","여자","40 - 49세",42
"2020.1/4","제주도","여자","50 - 59세",41
"2020.1/4","제주도","여자","60세이상",42
"2020.2/4","서울특별시","남자","20 - 29세",329
"2020.2/4","서울특별시","남자","30 - 39세",654
"2020.2/4","서울특별시","남자","40 - 49세",667
"2020.2/4","서울특별시","남자","50 - 59세",618
"2020.2/4","서울특별시","남자","60세이상",459
"2020.2/4","서울특별시","여자","20 - 29세",487
"2020.2/4","서울특별시","여자","30 - 39세",485
"2020.2/4","서울특별시","여자","40 - 49세",488
"2020.2/4","서울특별시","여자","50 - 59세",473
"2020.2/4","서울특별시","여자","60세이상",336
"2020.2/4","부산광역시","남자","20 - 29세",96
"2020.2/4","부산광역시","남자","30 - 39세",175
"2020.2/4","부산광역시","남자","40 - 49세",222
"2020.2/4","부산광역시","남자","50 - 59세",213
"2020.2/4","부산광역시","남자","60세이상",184
"2020.2/4","부산광역시","여자","20 - 29세",110
"2020.2/4","부산광역시","여자","30 - 39세",124
"2020.2/4","부산광역시","여자","40 - 49세",157
"2020.2/4","부산광역시","여자","50 - 59세",185
"2020.2/4","부산광역시","여자","60세이상",144
"2020.2/4","대구광역시","남자","20 - 29세",69
"2020.2/4","대구광역시","남자","30 - 39세",135
"2020.2/4","대구광역시","남자","40 - 49세",162
"2020.2/4","대구광역시","남자","50 - 59세",177
"2020.2/4","대구광역시","남자","60세이상",126
"2020.2/4","대구광역시","여자","20 - 29세",77
"2020.2/4","대구광역시","여자","30 - 39세",77
"2020.2/4","대구광역시","여자","40 - 49세",118
"2020.2/4","대구광역시","여자","50 - 59세",128
"2020.2/4","대구광역시","여자","60세이상",90
"2020.2/4","인천광역시","남자","20 - 29세",119
"2020.2/4","인천광역시","남자","30 - 39세",197
"2020.2/4","인천광역시","남자","40 - 49세",223
"2020.2/4","인천광역시","남자","50 - 59세",206
"2020.2/4","인천광역시","남자","60세이상",148
"2020.2/4","인천광역시","여자","20 - 29세",111
"2020.2/4","인천광역시","여자","30 - 39세",124
"2020.2/4","인천광역시","여자","40 - 49세",153
"2020.2/4","인천광역시","여자","50 - 59세",169
"2020.2/4","인천광역시","여자","60세이상",103
"2020.2/4","광주광역시","남자","20 - 29세",46
"2020.2/4","광주광역시","남자","30 - 39세",86
"2020.2/4","광주광역시","남자","40 - 49세",110
"2020.2/4","광주광역시","남자","50 - 59세",103
"2020.2/4","광주광역시","남자","60세이상",64
"2020.2/4","광주광역시","여자","20 - 29세",60
"2020.2/4","광주광역시","여자","30 - 39세",56
"2020.2/4","광주광역시","여자","40 - 49세",82
"2020.2/4","광주광역시","여자","50 - 59세",74
"2020.2/4","광주광역시","여자","60세이상",59
"2020.2/4","대전광역시","남자","20 - 29세",68
"2020.2/4","대전광역시","남자","30 - 39세",92
"2020.2/4","대전광역시","남자","40 - 49세",105
"2020.2/4","대전광역시","남자","50 - 59세",102
"2020.2/4","대전광역시","남자","60세이상",74
"2020.2/4","대전광역시","여자","20 - 29세",62
"2020.2/4","대전광역시","여자","30 - 39세",62
"2020.2/4","대전광역시","여자","40 - 49세",74
"2020.2/4","대전광역시","여자","50 - 59세",80
"2020.2/4","대전광역시","여자","60세이상",51
"2020.2/4","울산광역시","남자","20 - 29세",33
"2020.2/4","울산광역시","남자","30 - 39세",79
"2020.2/4","울산광역시","남자","40 - 49세",90
"2020.2/4","울산광역시","남자","50 - 59세",94
"2020.2/4","울산광역시","남자","60세이상",49
"2020.2/4","울산광역시","여자","20 - 29세",30
"2020.2/4","울산광역시","여자","30 - 39세",39
"2020.2/4","울산광역시","여자","40 - 49세",51
"2020.2/4","울산광역시","여자","50 - 59세",54
"2020.2/4","울산광역시","여자","60세이상",35
"2020.2/4","세종특별자치시","남자","20 - 29세",10
"2020.2/4","세종특별자치시","남자","30 - 39세",30
"2020.2/4","세종특별자치시","남자","40 - 49세",33
"2020.2/4","세종특별자치시","남자","50 - 59세",20
"2020.2/4","세종특별자치시","남자","60세이상",12
"2020.2/4","세종특별자치시","여자","20 - 29세",11
"2020.2/4","세종특별자치시","여자","30 - 39세",21
"2020.2/4","세종특별자치시","여자","40 - 49세",21
"2020.2/4","세종특별자치시","여자","50 - 59세",12
"2020.2/4","세종특별자치시","여자","60세이상",9
"2020.2/4","경기도","남자","20 - 29세",482
"2020.2/4","경기도","남자","30 - 39세",946
"2020.2/4","경기도","남자","40 - 49세",1053
"2020.2/4","경기도","남자","50 - 59세",956
"2020.2/4","경기도","남자","60세이상",609
"2020.2/4","경기도","여자","20 - 29세",473
"2020.2/4","경기도","여자","30 - 39세",578
"2020.2/4","경기도","여자","40 - 49세",661
"2020.2/4","경기도","여자","50 - 59세",674
"2020.2/4","경기도","여자","60세이상",426
"2020.2/4","강원도","남자","20 - 29세",47
"2020.2/4","강원도","남자","30 - 39세",71
"2020.2/4","강원도","남자","40 - 49세",99
"2020.2/4","강원도","남자","50 - 59세",114
"2020.2/4","강원도","남자","60세이상",117
"2020.2/4","강원도","여자","20 - 29세",45
"2020.2/4","강원도","여자","30 - 39세",48
"2020.2/4","강원도","여자","40 - 49세",72
"2020.2/4","강원도","여자","50 - 59세",89
"2020.2/4","강원도","여자","60세이상",107
"2020.2/4","충청북도","남자","20 - 29세",65
"2020.2/4","충청북도","남자","30 - 39세",100
"2020.2/4","충청북도","남자","40 - 49세",115
"2020.2/4","충청북도","남자","50 - 59세",126
"2020.2/4","충청북도","남자","60세이상",111
"2020.2/4","충청북도","여자","20 - 29세",56
"2020.2/4","충청북도","여자","30 - 39세",63
"2020.2/4","충청북도","여자","40 - 49세",80
"2020.2/4","충청북도","여자","50 - 59세",92
"2020.2/4","충청북도","여자","60세이상",88
"2020.2/4","충청남도","남자","20 - 29세",86
"2020.2/4","충청남도","남자","30 - 39세",144
"2020.2/4","충청남도","남자","40 - 49세",163
"2020.2/4","충청남도","남자","50 - 59세",152
"2020.2/4","충청남도","남자","60세이상",152
"2020.2/4","충청남도","여자","20 - 29세",64
"2020.2/4","충청남도","여자","30 - 39세",78
"2020.2/4","충청남도","여자","40 - 49세",113
"2020.2/4","충청남도","여자","50 - 59세",109
"2020.2/4","충청남도","여자","60세이상",122
"2020.2/4","전라북도","남자","20 - 29세",45
"2020.2/4","전라북도","남자","30 - 39세",90
"2020.2/4","전라북도","남자","40 - 49세",118
"2020.2/4","전라북도","남자","50 - 59세",132
"2020.2/4","전라북도","남자","60세이상",139
"2020.2/4","전라북도","여자","20 - 29세",39
"2020.2/4","전라북도","여자","30 - 39세",57
"2020.2/4","전라북도","여자","40 - 49세",85
"2020.2/4","전라북도","여자","50 - 59세",96
"2020.2/4","전라북도","여자","60세이상",125
"2020.2/4","전라남도","남자","20 - 29세",48
"2020.2/4","전라남도","남자","30 - 39세",86
"2020.2/4","전라남도","남자","40 - 49세",120
"2020.2/4","전라남도","남자","50 - 59세",141
"2020.2/4","전라남도","남자","60세이상",154
"2020.2/4","전라남도","여자","20 - 29세",43
"2020.2/4","전라남도","여자","30 - 39세",55
"2020.2/4","전라남도","여자","40 - 49세",86
"2020.2/4","전라남도","여자","50 - 59세",94
"2020.2/4","전라남도","여자","60세이상",147
"2020.2/4","경상북도","남자","20 - 29세",79
"2020.2/4","경상북도","남자","30 - 39세",144
"2020.2/4","경상북도","남자","40 - 49세",176
"2020.2/4","경상북도","남자","50 - 59세",207
"2020.2/4","경상북도","남자","60세이상",212
"2020.2/4","경상북도","여자","20 - 29세",59
"2020.2/4","경상북도","여자","30 - 39세",80
"2020.2/4","경상북도","여자","40 - 49세",125
"2020.2/4","경상북도","여자","50 - 59세",143
"2020.2/4","경상북도","여자","60세이상",182
"2020.2/4","경상남도","남자","20 - 29세",101
"2020.2/4","경상남도","남자","30 - 39세",206
"2020.2/4","경상남도","남자","40 - 49세",253
"2020.2/4","경상남도","남자","50 - 59세",247
"2020.2/4","경상남도","남자","60세이상",200
"2020.2/4","경상남도","여자","20 - 29세",80
"2020.2/4","경상남도","여자","30 - 39세",119
"2020.2/4","경상남도","여자","40 - 49세",158
"2020.2/4","경상남도","여자","50 - 59세",176
"2020.2/4","경상남도","여자","60세이상",179
"2020.2/4","제주도","남자","20 - 29세",20
"2020.2/4","제주도","남자","30 - 39세",41
"2020.2/4","제주도","남자","40 - 49세",50
"2020.2/4","제주도","남자","50 - 59세",48
"2020.2/4","제주도","남자","60세이상",39
"2020.2/4","제주도","여자","20 - 29세",22
"2020.2/4","제주도","여자","30 - 39세",26
"2020.2/4","제주도","여자","40 - 49세",42
"2020.2/4","제주도","여자","50 - 59세",38
"2020.2/4","제주도","여자","60세이상",43
"2020.3/4","서울특별시","남자","20 - 29세",330
"2020.3/4","서울특별시","남자","30 - 39세",658
"2020.3/4","서울특별시","남자","40 - 49세",664
"2020.3/4","서울특별시","남자","50 - 59세",622
"2020.3/4","서울특별시","남자","60세이상",469
"2020.3/4","서울특별시","여자","20 - 29세",494
"2020.3/4","서울특별시","여자","30 - 39세",482
"2020.3/4","서울특별시","여자","40 - 49세",489
"2020.3/4","서울특별시","여자","50 - 59세",474
"2020.3/4","서울특별시","여자","60세이상",353
"2020.3/4","부산광역시","남자","20 - 29세",109
"2020.3/4","부산광역시","남자","30 - 39세",174
"2020.3/4","부산광역시","남자","40 - 49세",221
"2020.3/4","부산광역시","남자","50 - 59세",215
"2020.3/4","부산광역시","남자","60세이상",196
"2020.3/4","부산광역시","여자","20 - 29세",108
"2020.3/4","부산광역시","여자","30 - 39세",115
"2020.3/4","부산광역시","여자","40 - 49세",153
"2020.3/4","부산광역시","여자","50 - 59세",189
"2020.3/4","부산광역시","여자","60세이상",154
"2020.3/4","대구광역시","남자","20 - 29세",76
"2020.3/4","대구광역시","남자","30 - 39세",138
"2020.3/4","대구광역시","남자","40 - 49세",167
"2020.3/4","대구광역시","남자","50 - 59세",178
"2020.3/4","대구광역시","남자","60세이상",130
"2020.3/4","대구광역시","여자","20 - 29세",80
"2020.3/4","대구광역시","여자","30 - 39세",77
"2020.3/4","대구광역시","여자","40 - 49세",118
"2020.3/4","대구광역시","여자","50 - 59세",131
"2020.3/4","대구광역시","여자","60세이상",99
"2020.3/4","인천광역시","남자","20 - 29세",113
"2020.3/4","인천광역시","남자","30 - 39세",196
"2020.3/4","인천광역시","남자","40 - 49세",218
"2020.3/4","인천광역시","남자","50 - 59세",210
"2020.3/4","인천광역시","남자","60세이상",155
"2020.3/4","인천광역시","여자","20 - 29세",116
"2020.3/4","인천광역시","여자","30 - 39세",124
"2020.3/4","인천광역시","여자","40 - 49세",155
"2020.3/4","인천광역시","여자","50 - 59세",169
"2020.3/4","인천광역시","여자","60세이상",106
"2020.3/4","광주광역시","남자","20 - 29세",48
"2020.3/4","광주광역시","남자","30 - 39세",85
"2020.3/4","광주광역시","남자","40 - 49세",110
"2020.3/4","광주광역시","남자","50 - 59세",104
"2020.3/4","광주광역시","남자","60세이상",64
"2020.3/4","광주광역시","여자","20 - 29세",63
"2020.3/4","광주광역시","여자","30 - 39세",56
"2020.3/4","광주광역시","여자","40 - 49세",84
"2020.3/4","광주광역시","여자","50 - 59세",75
"2020.3/4","광주광역시","여자","60세이상",57
"2020.3/4","대전광역시","남자","20 - 29세",68
"2020.3/4","대전광역시","남자","30 - 39세",89
"2020.3/4","대전광역시","남자","40 - 49세",105
"2020.3/4","대전광역시","남자","50 - 59세",104
"2020.3/4","대전광역시","남자","60세이상",76
"2020.3/4","대전광역시","여자","20 - 29세",62
"2020.3/4","대전광역시","여자","30 - 39세",63
"2020.3/4","대전광역시","여자","40 - 49세",76
"2020.3/4","대전광역시","여자","50 - 59세",79
"2020.3/4","대전광역시","여자","60세이상",55
"2020.3/4","울산광역시","남자","20 - 29세",34
"2020.3/4","울산광역시","남자","30 - 39세",78
"2020.3/4","울산광역시","남자","40 - 49세",91
"2020.3/4","울산광역시","남자","50 - 59세",95
"2020.3/4","울산광역시","남자","60세이상",51
"2020.3/4","울산광역시","여자","20 - 29세",31
"2020.3/4","울산광역시","여자","30 - 39세",36
"2020.3/4","울산광역시","여자","40 - 49세",51
"2020.3/4","울산광역시","여자","50 - 59세",56
"2020.3/4","울산광역시","여자","60세이상",38
"2020.3/4","세종특별자치시","남자","20 - 29세",12
"2020.3/4","세종특별자치시","남자","30 - 39세",30
"2020.3/4","세종특별자치시","남자","40 - 49세",34
"2020.3/4","세종특별자치시","남자","50 - 59세",20
"2020.3/4","세종특별자치시","남자","60세이상",13
"2020.3/4","세종특별자치시","여자","20 - 29세",13
"2020.3/4","세종특별자치시","여자","30 - 39세",20
"2020.3/4","세종특별자치시","여자","40 - 49세",22
"2020.3/4","세종특별자치시","여자","50 - 59세",13
"2020.3/4","세종특별자치시","여자","60세이상",9
"2020.3/4","경기도","남자","20 - 29세",468
"2020.3/4","경기도","남자","30 - 39세",926
"2020.3/4","경기도","남자","40 - 49세",1054
"2020.3/4","경기도","남자","50 - 59세",962
"2020.3/4","경기도","남자","60세이상",645
"2020.3/4","경기도","여자","20 - 29세",473
"2020.3/4","경기도","여자","30 - 39세",548
"2020.3/4","경기도","여자","40 - 49세",661
"2020.3/4","경기도","여자","50 - 59세",661
"2020.3/4","경기도","여자","60세이상",449
"2020.3/4","강원도","남자","20 - 29세",46
"2020.3/4","강원도","남자","30 - 39세",71
"2020.3/4","강원도","남자","40 - 49세",98
"2020.3/4","강원도","남자","50 - 59세",115
"2020.3/4","강원도","남자","60세이상",117
"2020.3/4","강원도","여자","20 - 29세",44
"2020.3/4","강원도","여자","30 - 39세",46
"2020.3/4","강원도","여자","40 - 49세",73
"2020.3/4","강원도","여자","50 - 59세",90
"2020.3/4","강원도","여자","60세이상",111
"2020.3/4","충청북도","남자","20 - 29세",63
"2020.3/4","충청북도","남자","30 - 39세",99
"2020.3/4","충청북도","남자","40 - 49세",112
"2020.3/4","충청북도","남자","50 - 59세",126
"2020.3/4","충청북도","남자","60세이상",109
"2020.3/4","충청북도","여자","20 - 29세",55
"2020.3/4","충청북도","여자","30 - 39세",64
"2020.3/4","충청북도","여자","40 - 49세",81
"2020.3/4","충청북도","여자","50 - 59세",96
"2020.3/4","충청북도","여자","60세이상",90
"2020.3/4","충청남도","남자","20 - 29세",83
"2020.3/4","충청남도","남자","30 - 39세",142
"2020.3/4","충청남도","남자","40 - 49세",162
"2020.3/4","충청남도","남자","50 - 59세",153
"2020.3/4","충청남도","남자","60세이상",162
"2020.3/4","충청남도","여자","20 - 29세",71
"2020.3/4","충청남도","여자","30 - 39세",78
"2020.3/4","충청남도","여자","40 - 49세",108
"2020.3/4","충청남도","여자","50 - 59세",114
"2020.3/4","충청남도","여자","60세이상",128
"2020.3/4","전라북도","남자","20 - 29세",49
"2020.3/4","전라북도","남자","30 - 39세",89
"2020.3/4","전라북도","남자","40 - 49세",117
"2020.3/4","전라북도","남자","50 - 59세",131
"2020.3/4","전라북도","남자","60세이상",142
"2020.3/4","전라북도","여자","20 - 29세",45
"2020.3/4","전라북도","여자","30 - 39세",62
"2020.3/4","전라북도","여자","40 - 49세",87
"2020.3/4","전라북도","여자","50 - 59세",96
"2020.3/4","전라북도","여자","60세이상",128
"2020.3/4","전라남도","남자","20 - 29세",49
"2020.3/4","전라남도","남자","30 - 39세",88
"2020.3/4","전라남도","남자","40 - 49세",121
"2020.3/4","전라남도","남자","50 - 59세",141
"2020.3/4","전라남도","남자","60세이상",154
"2020.3/4","전라남도","여자","20 - 29세",39
"2020.3/4","전라남도","여자","30 - 39세",55
"2020.3/4","전라남도","여자","40 - 49세",87
"2020.3/4","전라남도","여자","50 - 59세",94
"2020.3/4","전라남도","여자","60세이상",149
"2020.3/4","경상북도","남자","20 - 29세",86
"2020.3/4","경상북도","남자","30 - 39세",144
"2020.3/4","경상북도","남자","40 - 49세",177
"2020.3/4","경상북도","남자","50 - 59세",208
"2020.3/4","경상북도","남자","60세이상",220
"2020.3/4","경상북도","여자","20 - 29세",66
"2020.3/4","경상북도","여자","30 - 39세",83
"2020.3/4","경상북도","여자","40 - 49세",125
"2020.3/4","경상북도","여자","50 - 59세",140
"2020.3/4","경상북도","여자","60세이상",188
"2020.3/4","경상남도","남자","20 - 29세",99
"2020.3/4","경상남도","남자","30 - 39세",208
"2020.3/4","경상남도","남자","40 - 49세",244
"2020.3/4","경상남도","남자","50 - 59세",242
"2020.3/4","경상남도","남자","60세이상",212
"2020.3/4","경상남도","여자","20 - 29세",82
"2020.3/4","경상남도","여자","30 - 39세",117
"2020.3/4","경상남도","여자","40 - 49세",163
"2020.3/4","경상남도","여자","50 - 59세",178
"2020.3/4","경상남도","여자","60세이상",185
"2020.3/4","제주도","남자","20 - 29세",20
"2020.3/4","제주도","남자","30 - 39세",41
"2020.3/4","제주도","남자","40 - 49세",50
"2020.3/4","제주도","남자","50 - 59세",50
"2020.3/4","제주도","남자","60세이상",41
"2020.3/4","제주도","여자","20 - 29세",22
"2020.3/4","제주도","여자","30 - 39세",27
"2020.3/4","제주도","여자","40 - 49세",42
"2020.3/4","제주도","여자","50 - 59세",39
"2020.3/4","제주도","여자","60세이상",43
"2020.4/4","서울특별시","남자","20 - 29세",329
"2020.4/4","서울특별시","남자","30 - 39세",654
"2020.4/4","서울특별시","남자","40 - 49세",662
"2020.4/4","서울특별시","남자","50 - 59세",623
"2020.4/4","서울특별시","남자","60세이상",469
"2020.4/4","서울특별시","여자","20 - 29세",499
"2020.4/4","서울특별시","여자","30 - 39세",486
"2020.4/4","서울특별시","여자","40 - 49세",477
"2020.4/4","서울특별시","여자","50 - 59세",478
"2020.4/4","서울특별시","여자","60세이상",354
"2020.4/4","부산광역시","남자","20 - 29세",109
"2020.4/4","부산광역시","남자","30 - 39세",174
"2020.4/4","부산광역시","남자","40 - 49세",220
"2020.4/4","부산광역시","남자","50 - 59세",217
"2020.4/4","부산광역시","남자","60세이상",198
"2020.4/4","부산광역시","여자","20 - 29세",111
"2020.4/4","부산광역시","여자","30 - 39세",112
"2020.4/4","부산광역시","여자","40 - 49세",153
"2020.4/4","부산광역시","여자","50 - 59세",190
"2020.4/4","부산광역시","여자","60세이상",160
"2020.4/4","대구광역시","남자","20 - 29세",74
"2020.4/4","대구광역시","남자","30 - 39세",131
"2020.4/4","대구광역시","남자","40 - 49세",169
"2020.4/4","대구광역시","남자","50 - 59세",180
"2020.4/4","대구광역시","남자","60세이상",130
"2020.4/4","대구광역시","여자","20 - 29세",81
"2020.4/4","대구광역시","여자","30 - 39세",82
"2020.4/4","대구광역시","여자","40 - 49세",118
"2020.4/4","대구광역시","여자","50 - 59세",136
"2020.4/4","대구광역시","여자","60세이상",99
"2020.4/4","인천광역시","남자","20 - 29세",112
"2020.4/4","인천광역시","남자","30 - 39세",192
"2020.4/4","인천광역시","남자","40 - 49세",217
"2020.4/4","인천광역시","남자","50 - 59세",206
"2020.4/4","인천광역시","남자","60세이상",152
"2020.4/4","인천광역시","여자","20 - 29세",111
"2020.4/4","인천광역시","여자","30 - 39세",128
"2020.4/4","인천광역시","여자","40 - 49세",158
"2020.4/4","인천광역시","여자","50 - 59세",168
"2020.4/4","인천광역시","여자","60세이상",105
"2020.4/4","광주광역시","남자","20 - 29세",46
"2020.4/4","광주광역시","남자","30 - 39세",85
"2020.4/4","광주광역시","남자","40 - 49세",111
"2020.4/4","광주광역시","남자","50 - 59세",106
"2020.4/4","광주광역시","남자","60세이상",67
"2020.4/4","광주광역시","여자","20 - 29세",58
"2020.4/4","광주광역시","여자","30 - 39세",56
"2020.4/4","광주광역시","여자","40 - 49세",83
"2020.4/4","광주광역시","여자","50 - 59세",74
"2020.4/4","광주광역시","여자","60세이상",57
"2020.4/4","대전광역시","남자","20 - 29세",64
"2020.4/4","대전광역시","남자","30 - 39세",93
"2020.4/4","대전광역시","남자","40 - 49세",106
"2020.4/4","대전광역시","남자","50 - 59세",103
"2020.4/4","대전광역시","남자","60세이상",78
"2020.4/4","대전광역시","여자","20 - 29세",67
"2020.4/4","대전광역시","여자","30 - 39세",61
"2020.4/4","대전광역시","여자","40 - 49세",79
"2020.4/4","대전광역시","여자","50 - 59세",77
"2020.4/4","대전광역시","여자","60세이상",57
"2020.4/4","울산광역시","남자","20 - 29세",35
